Restaurant,Mon,Tue,Wed,Thu,Fri,Sat,Sun
12 Baltimore,"[[315, 1230]]","[[810, 945]]","[[315, 1230]]","[[465, 495]]","[[810, 1140]]","[[810, 945]]","[[765, 1095]]"
The Farmhouse - Kansas City,"[[930, 960], [0, 735]]","[[705, 1005]]","[[345, 1410]]","[[930, 960]]","[[600, 1140]]","[[735, 930]]","[[795, 1440]]"
Drunken Fish - Power & Light District,"[[900, 1410]]","[[300, 1230]]","[[660, 1440]]","[[0, 90], [720, 1410]]","[[510, 1320]]","[[735, 1125]]","[[300, 1230]]"
Tavern at Mission Farms,[],"[[1020, 1440]]","[[0, 90], [480, 1320]]","[[675, 1440]]","[[0, 120]]","[[450, 1440]]","[[0, 135], [345, 735]]"
Cascone's,"[[570, 915]]","[[870, 1440]]","[[0, 180], [450, 1185]]","[[345, 375]]","[[465, 1005]]","[[735, 855]]","[[900, 1275]]"
Hereford House - Wichita,"[[510, 1395]]","[[990, 1035]]","[[855, 1170]]","[[1020, 1440]]","[[0, 150]]","[[615, 690]]","[[990, 1035]]"
Westport Cafe & Bar,"[[645, 1215]]",[],"[[525, 1350]]","[[480, 1410]]",[],"[[1005, 1320]]","[[465, 735]]"
OP 1906,"[[630, 1200]]","[[675, 855]]",[],"[[585, 1380]]","[[390, 795]]",[],[]
NoRTH - Kansas City,"[[0, 195]]","[[870, 1440]]","[[0, 120], [1050, 1440]]","[[0, 180], [315, 480]]","[[870, 1440]]","[[0, 120], [825, 1185]]","[[1050, 1440]]"
Prime Steakhouse,"[[735, 1125], [0, 75]]",[],"[[360, 1035]]","[[555, 1440]]","[[0, 150], [645, 1440]]","[[0, 75], [300, 885]]","[[645, 1440]]"
Southernmost Beach Cafe,[],"[[495, 720]]","[[420, 885]]",[],"[[1020, 1440]]","[[0, 75], [300, 765]]","[[360, 435]]"
Thai Life Floating Restaurant,"[[345, 1410]]","[[555, 660]]","[[420, 1080]]","[[435, 855]]","[[630, 1380]]","[[555, 660]]","[[465, 1200]]"
Azur,"[[1035, 1440]]","[[0, 195], [930, 1440]]","[[0, 75], [375, 1215]]","[[1020, 1170]]","[[780, 1185]]","[[375, 1215]]","[[885, 975]]"
Sarabeth's,"[[960, 1440]]","[[0, 60], [1065, 1185]]","[[405, 1440]]","[[0, 60], [570, 780]]","[[405, 1440]]","[[960, 1440], [0, 60]]","[[0, 60], [825, 1275]]"
One Duval - Pier House Resort & Spa,"[[0, 60]]",[],"[[1050, 1350]]","[[960, 1275]]","[[600, 930]]","[[390, 1440]]","[[0, 150], [630, 1440]]"
Bagatelle,"[[675, 750]]","[[375, 1305]]","[[1035, 1440]]","[[0, 90], [870, 1245]]","[[375, 1305]]","[[870, 1245]]","[[315, 375]]"
Strip House Key West,"[[945, 1380]]","[[480, 630]]","[[885, 1200]]",[],"[[960, 1290]]",[],"[[870, 1410]]"
La Trattoria Old Town,"[[705, 1305]]","[[960, 1335]]","[[915, 1185]]","[[705, 1305]]","[[915, 1185]]","[[840, 1440]]","[[0, 75]]"
Alma at Hawk's Cay,[],"[[945, 1200]]","[[600, 675]]","[[600, 825]]","[[885, 1440]]","[[945, 1200], [0, 135]]","[[855, 1275]]"
Benihana - Key West,[],"[[585, 1440]]","[[0, 105], [495, 885]]","[[390, 420]]","[[615, 1140]]","[[705, 1440]]","[[0, 135], [660, 810]]"
Latitudes,"[[465, 735]]","[[405, 1335]]","[[990, 1305]]","[[600, 1110]]","[[645, 1260]]","[[675, 1440]]","[[0, 195], [855, 960]]"
Hot Tin Roof,"[[0, 210]]","[[630, 1335]]","[[795, 1440]]","[[0, 210], [990, 1440]]","[[795, 1440], [0, 75]]","[[0, 210], [990, 1440]]","[[795, 1440], [0, 75]]"
La Te Da,[],[],"[[645, 1095]]",[],"[[765, 1320]]","[[945, 1425]]","[[660, 750]]"
Michaels Restaurant,"[[735, 1335]]","[[405, 690]]","[[585, 1320]]","[[405, 690]]","[[735, 1335]]","[[405, 690]]","[[1050, 1245]]"
Cafe Sole - Key West,"[[540, 1005]]","[[315, 1275]]","[[990, 1140]]","[[615, 945]]","[[315, 1275]]","[[345, 600]]","[[315, 1275]]"
Shor Seafood at the Hyatt Resort & Spa,[],"[[390, 510]]","[[1065, 1440]]","[[0, 150], [405, 720]]","[[405, 510]]","[[750, 1440]]","[[0, 90]]"
La Trattoria Oceanside,[],"[[765, 1425]]","[[405, 735]]","[[705, 1095]]","[[825, 885]]","[[825, 1440]]","[[0, 720], [405, 600]]"
Atlantic's Edge,"[[750, 1350]]","[[690, 1395]]","[[915, 1395]]","[[510, 690]]","[[915, 1395]]","[[1005, 1335]]","[[960, 1050]]"
Square One Restaurant,"[[780, 1275]]","[[990, 1440]]","[[0, 75]]","[[735, 1020]]","[[780, 1275]]","[[720, 1440]]","[[0, 210], [840, 945]]"
Firefly,[],"[[735, 1035]]",[],"[[300, 1320]]","[[435, 960]]","[[795, 1440]]","[[0, 150], [960, 1185]]"
Martin's,"[[420, 1035]]","[[360, 930]]","[[315, 945]]","[[630, 1140]]","[[960, 1260]]","[[900, 1140]]","[[630, 1140]]"
A&B Lobster House,"[[885, 1395]]","[[960, 1230]]","[[405, 1380]]","[[960, 1230]]","[[645, 1440]]","[[0, 165]]",[]
OCEAN - Hawks Cay Resort,"[[735, 1140]]","[[540, 975]]","[[885, 1440]]","[[0, 750], [900, 1155]]","[[675, 720]]","[[1065, 1260]]","[[900, 975]]"
Santiago's Bodega,"[[1005, 1350], [0, 105]]","[[645, 1425]]","[[450, 1425]]","[[975, 1350]]","[[615, 1440]]","[[0, 225], [885, 1080]]","[[540, 1440]]"
Limoncello,"[[480, 945]]","[[870, 1395]]","[[525, 1395]]","[[450, 1155]]","[[870, 1395]]","[[825, 1275]]","[[660, 1080]]"
lush,"[[435, 780]]","[[630, 1440]]","[[0, 120], [1050, 1140]]","[[645, 1335]]","[[1035, 1440]]","[[0, 165], [375, 1440]]","[[1050, 1140], [0, 195]]"
Antonia's,"[[900, 1230]]","[[1035, 1260]]","[[900, 1230]]","[[930, 1440]]","[[0, 75], [990, 1395]]","[[570, 1395]]","[[600, 1125]]"
DiGiorgio's Cafe Largo,"[[975, 1125]]","[[945, 1440]]","[[0, 195], [885, 1095]]","[[975, 1125]]","[[600, 870]]","[[510, 1440]]","[[0, 105], [945, 1230]]"
Bistro 245,"[[795, 1440]]","[[0, 75], [690, 810]]","[[330, 1185]]","[[615, 1140]]","[[510, 840]]","[[735, 1230]]","[[375, 765]]"
2 Cents,"[[660, 1200]]",[],"[[660, 1200]]",[],"[[795, 1230]]","[[465, 1095]]","[[705, 1080]]"
Banana Cafe,[],"[[990, 1125]]","[[720, 1125]]","[[405, 960]]",[],"[[870, 1440]]","[[720, 1125], [0, 720]]"
Nine One Five,"[[630, 1440], [0, 90]]","[[0, 195], [915, 1440]]","[[0, 150], [1005, 1440]]","[[0, 750], [615, 1110]]","[[630, 1440]]","[[0, 195], [1005, 1440]]","[[0, 750], [900, 1440]]"
Tavern N' Town- Marriott Key West,"[[825, 1125], [0, 120]]","[[750, 1050]]","[[915, 1440]]","[[0, 210]]","[[780, 975]]","[[1020, 1095]]","[[705, 1440]]"
Savannah Grille,"[[390, 1050]]","[[360, 1080]]","[[315, 465]]","[[405, 1365]]","[[900, 1440]]","[[0, 165], [360, 1110]]","[[360, 1080]]"
HK's Restaurant & Bar - The Lodge of Four Seasons,"[[1035, 1170]]","[[930, 1230]]","[[990, 1260]]","[[420, 1440]]","[[0, 210]]","[[840, 1335]]","[[915, 1200]]"
JJ's at the Copper Pot,"[[315, 1440]]","[[0, 195]]","[[315, 390]]","[[525, 720]]","[[315, 1440]]","[[0, 195], [555, 705]]",[]
J. Bruner's,"[[945, 1440]]","[[0, 720], [540, 1440]]","[[0, 60]]","[[960, 1440]]","[[0, 75], [315, 1065]]","[[540, 1440]]","[[0, 60], [825, 1320]]"
Michael's Steak Chalet,[],"[[525, 1005]]","[[855, 1260]]","[[1020, 1245]]","[[705, 1365]]","[[615, 945]]","[[390, 1305]]"
Trophy Room at Old Kinderhook,[],"[[1005, 1200]]",[],"[[1020, 1245]]","[[825, 1035]]","[[465, 1440]]","[[0, 210], [300, 435]]"
JB Hooks,"[[675, 1335]]","[[315, 420]]","[[765, 1260]]","[[645, 1320]]",[],"[[870, 1440]]","[[0, 180], [360, 765]]"
Baxter's Lakeside Grille,"[[435, 1275]]","[[1020, 1110]]","[[585, 1440]]","[[0, 75], [930, 1080]]","[[690, 780]]","[[735, 795]]","[[930, 1080]]"
Yong Kang Street,"[[795, 1365]]","[[900, 1440]]","[[0, 150], [345, 735]]","[[795, 1365]]","[[960, 1185]]","[[330, 1440]]","[[0, 210], [630, 1425]]"
Joel Robuchon - MGM Grand,"[[465, 1440]]","[[0, 90], [330, 630]]","[[465, 1440]]","[[0, 90], [330, 1440]]","[[465, 1440], [0, 75]]","[[0, 90], [330, 630]]",[]
Anthony's Prime Steak & Seafood,[],"[[390, 735]]","[[300, 1260]]","[[900, 960]]","[[390, 735]]","[[945, 1440]]","[[0, 195], [1020, 1125]]"
Center Cut Steakhouse - Flamingo Las Vegas,"[[975, 1440], [0, 90]]","[[0, 150], [720, 1260]]","[[435, 1440]]","[[975, 1440], [0, 165]]","[[0, 150], [495, 1110]]","[[645, 1275]]","[[975, 1440]]"
Phil’s Italian Steak House,"[[750, 1290]]","[[345, 360]]","[[915, 1440]]","[[0, 135], [630, 1395]]","[[900, 1125]]","[[990, 1095]]","[[345, 360]]"
Social House,"[[660, 915]]","[[495, 795]]","[[1065, 1200]]","[[660, 915]]","[[690, 735]]","[[735, 1440]]","[[0, 105]]"
BARMASA - Aria,"[[435, 930], [0, 90]]","[[390, 1440]]","[[0, 165], [990, 1425]]","[[495, 735]]","[[990, 1425]]","[[495, 735]]","[[900, 1440]]"
Made.LV,"[[0, 765]]","[[645, 765]]",[],"[[840, 1200]]","[[795, 1275]]","[[885, 1290]]","[[780, 1440]]"
The Griddle Café - SLS Las Vegas,"[[690, 1275]]","[[765, 1425]]","[[510, 765]]","[[765, 1425]]","[[1020, 1335]]","[[870, 1200]]","[[360, 435]]"
Ruth's Chris Steak House - Harrah's Las Vegas,"[[630, 690]]","[[315, 525]]",[],"[[825, 1140]]","[[315, 525]]","[[1020, 1350]]","[[705, 975]]"
Lupo by Wolfgang,"[[1005, 1080]]","[[945, 1440]]","[[0, 120], [1005, 1290]]","[[945, 1440]]","[[0, 120], [945, 1335]]","[[1005, 1080]]","[[885, 915]]"
Canonita,"[[405, 1425]]","[[960, 1110]]","[[600, 765]]","[[960, 1110]]","[[390, 1185]]","[[735, 1230]]","[[510, 795]]"
Wine 5 Cafe,"[[645, 1440]]","[[0, 105], [780, 1440]]","[[0, 150]]","[[585, 1440]]","[[0, 195], [345, 1080]]","[[780, 1440]]","[[0, 150], [810, 1050]]"
McCormick & Schmick's Seafood - Las Vegas,"[[795, 1215]]",[],"[[585, 1080]]","[[765, 1440]]","[[0, 60], [945, 1440]]","[[0, 735], [600, 1155]]","[[990, 1050]]"
Morels Steakhouse & Bistro - Las Vegas,"[[675, 930]]","[[1050, 1440]]","[[0, 150]]","[[1050, 1440]]","[[0, 150]]",[],"[[480, 1050]]"
Pearl - MGM Grand,"[[1005, 1440], [0, 150]]","[[0, 120]]","[[1050, 1440]]","[[0, 60]]","[[930, 1440]]","[[0, 750], [660, 1020]]","[[420, 1440]]"
Mon Ami Gabi - Las Vegas - Main Dining Room,[],"[[510, 1440]]","[[0, 150], [600, 750]]",[],"[[720, 1440]]","[[0, 105], [630, 1215]]","[[330, 1425]]"
DB Brasserie - The Venetian,"[[0, 735]]","[[945, 1020]]","[[795, 1020]]","[[480, 765]]","[[945, 1020]]","[[675, 885]]","[[825, 1440]]"
Chayo Mexican Kitchen + Tequila Bar,"[[435, 600], [0, 75]]","[[735, 1440]]","[[435, 600], [0, 120]]","[[975, 1440]]","[[0, 225], [825, 1440]]","[[975, 1440], [0, 120]]","[[0, 225], [720, 1440]]"
Hofbrauhaus - Las Vegas,[],"[[555, 1050]]","[[885, 930]]","[[315, 870]]","[[405, 1035]]","[[885, 930]]","[[435, 855]]"
McCall’s Heartland Grill – Stratosphere Hotel,"[[1050, 1395]]",[],[],"[[945, 1260]]","[[315, 945]]","[[1050, 1170]]","[[735, 810]]"
Beach Cafe - Tropicana Las Vegas,"[[1050, 1440], [0, 135]]","[[0, 165]]",[],"[[510, 1350]]",[],"[[570, 1215]]","[[975, 1440]]"
Fogo de Chao Brazilian Steakhouse - Las Vegas,"[[810, 1440]]","[[0, 195], [645, 1440]]","[[810, 1440], [0, 150]]","[[0, 195], [675, 735]]","[[330, 930]]","[[675, 735]]","[[1005, 1155]]"
SEA Vegas: The Thai Experience,"[[660, 750]]","[[510, 1320]]","[[855, 1155]]","[[870, 1440]]","[[0, 720], [495, 600]]","[[870, 1080]]","[[975, 1290]]"
Giada - The Cromwell,"[[375, 1005]]","[[600, 1320]]","[[690, 1140]]","[[630, 1395]]","[[360, 1440]]","[[690, 1140], [0, 180]]",[]
Gordon Biersch - Las Vegas,"[[555, 1350]]","[[900, 1230]]","[[555, 1350]]","[[780, 1215]]","[[900, 1230]]","[[600, 855]]",[]
Prime - Bellagio Hotel,[],"[[840, 975]]",[],"[[510, 570]]","[[645, 1185]]",[],"[[765, 1020]]"
Picasso - Bellagio,[],"[[885, 1440]]","[[0, 105], [1005, 1440]]","[[885, 1440], [0, 120]]","[[0, 105], [735, 1320]]","[[885, 1440]]","[[0, 105], [600, 750]]"
El Dorado Cantina,"[[810, 1035]]","[[525, 1065]]","[[810, 1035]]","[[405, 420]]","[[495, 1440]]","[[0, 120], [750, 1110]]","[[660, 825]]"
Smith & Wollensky Steakhouse - Las Vegas,[],"[[495, 1230]]","[[345, 525]]","[[795, 1005]]","[[750, 1275]]","[[465, 675]]","[[510, 1350]]"
Pizza Rock - Downtown,[],[],"[[645, 750]]",[],[],"[[750, 885]]","[[480, 600]]"
Battista's Hole in the Wall,"[[0, 135]]",[],"[[750, 1440]]","[[0, 165], [810, 1245]]","[[1020, 1245]]",[],"[[855, 1440]]"
Gallagher's Steakhouse,[],"[[345, 915]]","[[1050, 1110]]","[[450, 540]]","[[690, 1440]]","[[0, 165]]","[[600, 1200]]"
Todd's Unique Dining,"[[840, 1125]]","[[915, 1410]]","[[840, 1125]]","[[360, 1440]]","[[0, 150], [855, 1110]]","[[765, 870]]","[[735, 1380]]"
Embers Grille and Spirits,"[[1035, 1335], [0, 735]]","[[525, 870]]","[[1065, 1155]]","[[1035, 1335]]","[[525, 870]]","[[1035, 1335]]","[[990, 1440]]"
Fu,"[[780, 1080]]","[[330, 780]]","[[780, 1080]]","[[990, 1440]]","[[0, 60], [360, 1020]]","[[675, 915]]","[[645, 750]]"
Hugo's Cellar - Four Queens,"[[870, 1440]]","[[0, 180], [1035, 1440]]","[[870, 1440], [0, 735]]","[[0, 180], [570, 1140]]","[[450, 720]]","[[870, 1440]]","[[0, 180], [315, 990]]"
Lakeside - Wynn Las Vegas,[],"[[435, 1230]]","[[525, 720]]","[[450, 1320]]","[[930, 1305]]","[[585, 1440]]","[[0, 150]]"
Fleur by Hubert Keller - Las Vegas,"[[930, 1095]]","[[1035, 1155]]","[[930, 1095]]","[[600, 1440]]","[[0, 75], [510, 930]]","[[600, 1440]]","[[0, 75], [990, 1080]]"
Trevi,"[[720, 1440]]","[[0, 180], [1005, 1125]]","[[1065, 1440]]","[[1005, 1125], [0, 180]]","[[675, 1065]]","[[570, 1200]]","[[510, 1125]]"
Double Barrel - Monte Carlo,"[[735, 1440]]","[[0, 90], [435, 1335]]","[[810, 1125]]",[],"[[990, 1320]]","[[435, 1335]]",[]
TENDER steak & seafood - Luxor,"[[780, 1440]]","[[0, 180], [630, 870]]","[[780, 1440]]","[[0, 180], [480, 1440]]","[[0, 180], [570, 1215]]","[[420, 1425]]","[[630, 870]]"
Terra Rossa - Red Rock Casino Resort & Spa,"[[390, 735]]","[[345, 780]]",[],"[[375, 1380]]",[],"[[450, 1440]]","[[0, 105], [810, 900]]"
Bootlegger Bistro,"[[300, 885]]","[[870, 1320]]","[[870, 1260]]","[[450, 1215]]","[[930, 1230]]","[[975, 1440]]","[[0, 90], [690, 810]]"
Ventano,"[[765, 900]]","[[540, 1440]]","[[0, 150], [555, 1065]]",[],"[[975, 1140]]","[[675, 1155]]","[[555, 1065]]"
Big Al's Oyster Bar @ The Orleans,"[[0, 165]]",[],"[[660, 1395]]","[[360, 960]]","[[540, 1185]]","[[900, 1215]]","[[510, 1440]]"
Lao Sze Chuan - Las Vegas,"[[345, 1170]]","[[300, 945]]","[[1050, 1335]]",[],"[[975, 1050]]","[[735, 1440]]","[[0, 105], [585, 1260]]"
Maggiano's - Las Vegas,"[[630, 1440]]","[[0, 75], [1065, 1440]]","[[0, 210], [1065, 1155]]","[[630, 1440]]","[[0, 75], [1065, 1440]]","[[0, 210], [930, 1095]]","[[465, 1110]]"
Vintner Grill,"[[555, 1305]]","[[900, 1365]]","[[885, 1410]]","[[555, 1305]]","[[885, 1410]]","[[480, 1275]]","[[615, 1200]]"
Cabo Wabo Cantina Las Vegas,"[[990, 1020]]","[[780, 1290]]","[[990, 1020]]","[[825, 1440]]","[[0, 210], [495, 960]]","[[405, 825]]","[[990, 1140]]"
Cili,[],[],"[[735, 1335]]","[[330, 1440]]","[[0, 75]]","[[900, 1440]]","[[0, 735], [735, 1335]]"
Triple George Grill,"[[0, 105]]","[[915, 1290]]","[[510, 1185]]","[[990, 1440]]","[[0, 105], [1035, 1185]]","[[510, 1440]]","[[0, 135], [435, 1440]]"
Lawry's The Prime Rib - Las Vegas,"[[705, 1290]]","[[540, 1020]]","[[705, 810]]","[[990, 1440]]","[[0, 90], [990, 1275]]","[[705, 810]]","[[540, 1020]]"
Marche Bacchus,"[[795, 915]]","[[885, 975]]","[[345, 1350]]","[[885, 975]]","[[750, 1215]]","[[525, 1155]]","[[345, 990]]"
Naked City Pizza,[],"[[1065, 1350]]","[[1065, 1215]]","[[810, 1080]]","[[975, 1305]]","[[585, 765]]","[[705, 1350]]"
Jayde Fuzion,"[[900, 1170]]","[[945, 1440]]","[[0, 165], [1035, 1440]]","[[0, 210], [900, 1125]]","[[1035, 1440]]","[[0, 210], [690, 750]]","[[645, 765]]"
Gangnam Asian BBQ Dining,"[[915, 1395]]","[[450, 1140]]","[[750, 1440]]","[[0, 210], [645, 1425]]","[[810, 1440]]","[[645, 1425], [0, 225]]","[[870, 1125]]"
Sensi - Bellagio,"[[930, 1005], [0, 720]]","[[390, 1005]]","[[690, 915]]","[[330, 405]]","[[780, 1110]]","[[600, 1185]]","[[1050, 1440]]"
Salvatore's Ristorante Italiano,"[[495, 885]]","[[585, 1365]]","[[645, 1365]]","[[465, 720]]","[[585, 1365]]","[[840, 1065]]","[[630, 825]]"
Osaka Japanese Cuisine,"[[585, 1440]]","[[0, 225], [1050, 1110]]","[[750, 900]]",[],[],"[[315, 930]]","[[315, 1260]]"
Fellini's Ristorante,[],"[[570, 1005]]","[[540, 735]]","[[375, 990]]","[[570, 1005]]","[[885, 1245]]",[]
Oscar's Steakhouse at the Plaza Hotel & Casino,[],"[[435, 525]]","[[1035, 1125]]","[[885, 1245]]",[],"[[720, 885]]","[[1035, 1125]]"
Yellowtail - Bellagio Hotel,"[[330, 1020]]","[[840, 1305]]","[[795, 1095]]","[[375, 1215]]","[[810, 960]]","[[750, 1230]]","[[510, 1380]]"
Second Street Grill,"[[825, 1440]]","[[0, 105], [960, 1440]]","[[0, 210], [390, 1335]]","[[915, 1440]]","[[0, 735], [780, 1155]]","[[960, 1440]]","[[0, 210], [780, 1155]]"
Shizen at the JW Marriott Resort & Spa,"[[855, 1020]]","[[1020, 1440]]","[[855, 1020], [0, 735]]",[],"[[660, 1050]]","[[960, 1245]]","[[825, 1215]]"
The Pub - Monte Carlo,"[[585, 750]]","[[990, 1440]]","[[0, 195], [780, 1020]]","[[810, 1290]]","[[780, 1020]]","[[420, 1335]]","[[810, 1290]]"
Lavo,"[[780, 840]]","[[375, 630]]",[],"[[570, 720]]","[[375, 630]]","[[1050, 1095]]","[[375, 630]]"
Crush - MGM Grand,"[[885, 1260]]",[],"[[300, 675]]",[],"[[690, 1110]]","[[375, 1440]]","[[0, 135], [945, 1395]]"
Ichabod's Lounge,"[[600, 705]]","[[465, 855]]","[[450, 1185]]","[[465, 855]]","[[705, 1440]]","[[450, 1185], [0, 165]]","[[675, 900]]"
Honey Salt,"[[555, 630]]","[[315, 990]]","[[420, 825]]","[[855, 1215]]","[[1005, 1170]]","[[315, 990]]","[[870, 1095]]"
Chicago Joe's,"[[450, 900], [0, 765]]","[[765, 1440]]","[[0, 750], [975, 1095]]","[[450, 900]]","[[855, 1440]]","[[450, 900], [0, 105]]","[[855, 1440]]"
Sage - Aria,"[[735, 1260]]","[[435, 1020]]","[[555, 675]]","[[795, 870]]","[[390, 1440]]","[[0, 150], [855, 1335]]","[[420, 1020]]"
Tuscany Gardens - Tuscany Suites & Casino,"[[675, 1215]]",[],"[[1020, 1215]]","[[495, 1440]]","[[0, 180], [495, 690]]","[[495, 1440]]","[[0, 180], [1005, 1110]]"
Stack - The Mirage,"[[480, 1275]]","[[1005, 1080]]","[[810, 975]]","[[1005, 1080]]","[[810, 975]]",[],"[[885, 1170]]"
Park On Fremont,"[[330, 1140], [0, 105]]","[[1050, 1245]]","[[990, 1020]]","[[315, 1185]]","[[1035, 1440]]","[[0, 60], [870, 1125]]","[[855, 1440]]"
The D Grill,"[[840, 1230]]","[[345, 1320]]","[[660, 1155]]","[[480, 1155]]","[[435, 1440]]","[[0, 90], [300, 1230]]","[[840, 1065]]"
Aureole - Las Vegas,"[[390, 1125]]","[[375, 870]]","[[390, 1125]]","[[855, 1245]]","[[540, 1440]]","[[0, 60]]","[[510, 735]]"
Paymon's Mediterranean Cafe - W. Sahara,"[[915, 1065]]","[[300, 645]]","[[630, 1095]]","[[555, 1155]]","[[630, 1095]]","[[300, 645]]","[[885, 975]]"
Michoacan Gourmet Mexican Restaurant,"[[975, 1305]]","[[900, 1410]]",[],"[[435, 630]]","[[300, 1440]]","[[0, 195], [360, 555]]","[[300, 660]]"
Willy & Jose's Cantina @ Sam's Town Casino,[],[],"[[615, 1185]]","[[1050, 1440]]","[[0, 60], [945, 1170]]","[[465, 495]]","[[450, 480]]"
Biscayne - Tropicana Las Vegas,[],"[[615, 720]]","[[930, 990]]","[[315, 1245]]","[[675, 1140]]","[[930, 990]]",[]
Spago - Las Vegas,"[[810, 1425]]","[[930, 1215]]","[[990, 1365]]",[],"[[855, 1290]]","[[990, 1440]]","[[0, 765], [600, 1035]]"
Julian Serrano - Aria,"[[585, 1440], [0, 165]]","[[0, 210], [960, 1440]]","[[0, 720], [825, 990]]","[[630, 720]]","[[450, 825]]","[[825, 990]]","[[405, 1440]]"
Pasta Pirate,"[[480, 660]]",[],"[[600, 1230]]","[[480, 660]]","[[645, 1440]]","[[600, 1230], [0, 105]]","[[480, 885]]"
Culinary Dropout,"[[960, 1200]]","[[570, 1275]]","[[840, 1440]]","[[0, 105]]","[[360, 1440]]","[[0, 75], [585, 1440]]","[[0, 195], [600, 1005]]"
Billy Bob's Steak House & Saloon,"[[885, 1440]]","[[0, 75], [825, 1065]]","[[810, 1440]]","[[885, 1440], [0, 720]]","[[0, 75], [495, 840]]","[[525, 570]]","[[990, 1200]]"
Dal Toro,"[[405, 435]]","[[1065, 1440]]","[[0, 210], [1035, 1350]]","[[930, 1410]]","[[405, 435]]","[[930, 1410]]","[[660, 750]]"
Opus Too,[],"[[765, 1440]]","[[0, 120], [405, 1185]]","[[1005, 1140]]","[[585, 1440]]","[[0, 105], [1065, 1185]]","[[1005, 1410]]"
Toby Keith's - Harrah's Las Vegas,"[[0, 735]]","[[540, 1065]]","[[465, 735]]","[[540, 1065]]",[],"[[375, 1440]]","[[0, 180], [825, 1440]]"
Five50 - Aria,"[[960, 1440]]","[[0, 225], [1035, 1440]]","[[0, 765], [315, 1140]]","[[870, 1440]]","[[0, 135], [780, 1230]]","[[315, 1140]]","[[780, 1230]]"
ZINE Noodles Dim Sum,[],"[[1035, 1440]]","[[0, 195], [810, 1440]]","[[0, 60], [555, 615]]","[[765, 1020]]","[[1035, 1440]]","[[0, 195], [480, 810]]"
Dragon Noodle Co. - Monte Carlo,"[[795, 1440]]","[[0, 60]]","[[630, 945]]","[[660, 840]]","[[810, 1065]]","[[795, 1200]]","[[615, 1185]]"
Annie's Gourmet Italian - Henderson,"[[900, 1440], [0, 75]]","[[0, 90], [795, 1440]]","[[0, 750]]","[[645, 1260]]","[[510, 1440]]","[[0, 135], [510, 1245]]","[[735, 1440]]"
Origin India Las Vegas,"[[615, 1410], [0, 60]]",[],"[[450, 1440]]","[[0, 60]]","[[480, 660]]","[[375, 960]]","[[450, 1440]]"
Stewart + Ogden Diner Bistro,"[[690, 735]]","[[780, 1440]]","[[690, 735], [0, 120]]","[[735, 1365]]","[[885, 945]]","[[735, 1440]]","[[735, 1365], [0, 60]]"
Flour and Barley,"[[900, 1215]]","[[420, 1050]]","[[1020, 1440]]","[[900, 1215], [0, 105]]","[[1005, 1095]]",[],"[[720, 1260]]"
Rice & Company - Luxor,"[[810, 1440]]","[[0, 135], [825, 900]]","[[450, 1215]]","[[960, 1080]]","[[780, 1440]]","[[0, 90], [645, 885]]","[[780, 1410]]"
Sugar Factory American Brasserie - Town Square,"[[345, 825], [0, 105]]","[[525, 720]]","[[780, 1440]]","[[0, 105], [750, 765]]","[[900, 1260]]","[[525, 720]]","[[570, 1440]]"
Casa Serrano,"[[780, 1365]]","[[480, 645]]","[[525, 1350]]","[[480, 645]]","[[690, 765]]","[[780, 1365]]","[[480, 645]]"
La Cave - Wynn Las Vegas,"[[0, 210]]","[[975, 1380]]","[[720, 975]]","[[1035, 1440]]","[[0, 210], [870, 915]]","[[690, 1440]]","[[1035, 1440], [0, 210]]"
Gina's Bistro,"[[780, 1230]]","[[480, 1110]]","[[330, 1305]]","[[750, 885]]","[[810, 1185]]","[[855, 1440]]","[[330, 1305], [0, 150]]"
Buddy V's at The Venetian,"[[480, 1335]]","[[345, 375]]","[[405, 1440]]","[[0, 105], [795, 1440]]","[[0, 735], [585, 1440]]","[[0, 105], [525, 1185]]","[[345, 375]]"
Pink Taco @ Hard Rock Hotel & Casino,"[[870, 1065], [0, 195]]",[],"[[1065, 1320]]","[[315, 1125]]","[[630, 1440]]","[[0, 210], [615, 870]]","[[495, 1440]]"
CRAVE - Summerlin,[],"[[330, 1380]]","[[840, 1440]]","[[330, 1380], [0, 165]]","[[840, 1440]]","[[0, 165]]","[[660, 870]]"
Pizza Lounge - Las Vegas,"[[480, 660]]",[],"[[330, 795]]","[[1005, 1275]]","[[540, 1230]]","[[705, 1125]]","[[630, 930]]"
The Bistro,[],"[[480, 720]]",[],"[[540, 1095]]","[[600, 885]]","[[375, 720]]","[[540, 1005]]"
Dom DeMarco's Pizzeria and Bar,"[[405, 570], [0, 225]]","[[675, 1440]]","[[405, 570], [0, 75]]","[[765, 1440]]","[[0, 225], [690, 1380]]","[[765, 1005]]","[[765, 1440]]"
The Steakhouse at Camelot - Excalibur,"[[375, 1110], [0, 150]]","[[990, 1260]]","[[660, 765]]","[[495, 1440]]","[[660, 765], [0, 75]]","[[495, 1440]]","[[0, 75], [765, 1440]]"
PBR Rock Bar & Grill,"[[1050, 1440]]","[[0, 210], [495, 765]]","[[870, 1440]]","[[0, 120], [945, 1440]]","[[0, 225], [615, 1110]]","[[885, 1290]]","[[1065, 1170]]"
Ricardo's,"[[375, 1245]]","[[735, 1020]]",[],"[[855, 1035]]","[[375, 1065]]","[[645, 1350]]","[[375, 1065]]"
